# JUMP_RIGHT					
13041	331	313	354	342	0
# JUMP_LEFT					
13051	52	313	75	342	0
# RUN_RIGHT					
13061	211	393	236	422	0
13062	251	393	276	422	0
13063	291	393	316	422	
# RUN_LEFT					
13071	171	393	196	422	0
13072	131	393	156	422	
13073	91	393	116	422	0
#STOP_RIGHT					
13081	215	352	232	383	0
#STOP_LEFT					
13091	175	352	192	383	0
#SIT_RIGHT					
13101	372	318	395	337	0
#SIT_LEFT					
13111	12	318	35	337	0
# ATTACK_RIGHT					
13121	236	313	260	342	0
13122	355	353	372	382	0
13123	147	313	171	342	0
13124	390	353	407	382	0
# ATTACK_LEFT					
13131	147	313	171	342	0
13132	35	353	52	382	0
13133	236	313	260	342	0
13134	0	353	17	382	0
# FLY_RIGHT					
13141	291	473	316	501	0
13142	331	473	356	501	0
13143	371	473	396	501	0
# FLY_LEFT					
13151	91	473	116	501	0
13152	51	473	76	501	0
13153	11	473	36	501	0
# HOLDING_RIGHT					
13161	322	393	347	422	0
13162	351	393	376	422	0
13163	381	393	406	422	0
# HOLDING_LEFT					
13171	63	393	88	422	0
13172	33	393	58	422	0
13173	2	393	27	422	0
# HOLDING_RIGHT_RED
13181	155	58	188	86	90
13182	189	57	223	85	90

# HOLDING_LEFT_RED
13191	268	58	301	86	90
13192	233	57	267	85	90

# HOLDING_RIGHT_GREEN
13201	2	58	35	86	90
13202	36	57	70	85	90

# HOLDING_LEFT_GREEN
13211	115	58	148	86	90
13212	80	57	114	85	90

# GET IN/OUT PIPE
13221	355	353	372	382	0

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
400	11121	100
401	11111	100

#WALKING RIGHT & LEFT 
500	11121	100	11222	100	11223	100
501	11111	100	11212	100	11213	100

#RUNNING RIGHT & LEFT
600	11321	50	11322	50	11323	50
601	11311	50	11312	50	11313	50

#JUMP WALK
700	11417	100
701	11413	100

#JUMP RUN
800	11427	100
801	11423	100

#SIT RIGHT & LEFT 
900	11521	100
901	11511	100

#BRACE RIGHT & LEFT 
1103	11821	100
1104	11811	100

# IDLE_HOLDING_RIGHT_RED
1110	11880	100

# IDLE_HOLDING_LEFT_RED
1111	11890	100

# IDLE_HOLDING_RIGHT_GREEN
1112	11910	100

# IDLE_HOLDING_LEFT_GREEN
1113	11920	100

# WALK_HOLDING_RIGHT_RED
1121	11880	100	11881	100

# WALK_HOLDING_LEFT_RED
1122	11890	100	11891	100

# WALK_HOLDING_RIGHT_GREEN
1123	11900	100	11901	100

# WALK_HOLDING_LEFT_GREEN
1124	11910	100	11911	100

# GET IN/OUT PIPE
1125	11920	100

#DIE
999	13001	100

################### SMALL #################
1100	12121	100
1102	12111	100


#WALK LEFT & RIGHT 
1200	12121	100	12222	100
1201	12111	100	12212	100

#RUN LEFT & RIGHT
1300	12321	100	12322	100
1301	12311	100	12312	100

#BRACE LEFT & RIGHT
1401	12511	100
1400	12521	100

#JUMP WALK
1500	12417	100
1501	12413	100

#JUMP RUN 
1601	12423	100
1600	12427	100

# IDLE_HOLDING_RIGHT_RED
1610	12600	100

# IDLE_HOLDING_LEFT_RED
1611	12610	100

# IDLE_HOLDING_RIGHT_GREEN
1612	12620	100

# IDLE_HOLDING_LEFT_GREEN
1613	12630	100

# WALKING_HOLDING_RIGHT_RED
1620	12600	100	12601	100

# WALKING_HOLDING_LEFT_RED
1621	12610	100	12611	100

# WALKING_HOLDING_RIGHT_GREEN
1622	12620	100	12621	100

# WALKING_HOLDING_LEFT_GREEN
1623	12630	100	12631	100

# GET IN/OUT PIPE
1624	12640	100

################### RACOON #################
# IDLE LEFT & RIGHT
1700	13011	100
1701	13001	100
# WALK LEFT & RIGHT
1800	13011	100	13031	100	13032	100
1801	13001	100	13021	100	13022	100
# JUMP LEFT & RIGHT
1900	13051	100
1901	13041	100
# RUN LEFT & RIGHT
2000	13071	50	13072	50	13073	50
2001	13061	50	13062	50	13063	50
#STOP LEFT & RIGHT
2100	13091	100
2101	13081	100
#SIT LEFT & RIGHT
2200	13111	100
2201	13101	100
#ATTACK LEFT & RIGHT
2300	13131	100	13132	100	13133	100	13134	100
2301	13121	100	13122	100	13123	100	13124	100
#FLY LEFT & RIGHT
2400	13151	100	13152	100	13153	100	13151	100
2401	13141	100	13142	100	13143	100	13141	100
# IDLE_HOLDING_RIGHT_RED
2410	13181	100
# IDLE_HOLDING_LEFT_RED
2411	13191	100
# IDLE_HOLDING_RIGHT_GREEN
2412	13201	100
# IDLE_HOLDING_LEFT_GREEN
2413	13211	100
# WALK_HOLDING_RIGHT_RED
2420	13181	100	13182	100
# WALK_HOLDING_LEFT_RED
2421	13191	100	13192	100
# WALK_HOLDING_RIGHT_GREEN
2422	13201	100	13202	100
# WALK_HOLDING_LEFT_GREEN
2423	13211	100	13212	100
# GET IN/OUT PIPE
2424	13221	100
